"","ensembl_gene_id","go_id"
"1","ENSOARG00000000936","GO:0051694"
"2","ENSOARG00000000936","GO:0005523"
"3","ENSOARG00000000936","GO:0003779"
"4","ENSOARG00000019163","GO:0005833"
"5","ENSOARG00000019163","GO:0019825"
"6","ENSOARG00000019163","GO:0015671"
"7","ENSOARG00000019163","GO:0005344"
"8","ENSOARG00000019163","GO:0006810"
"9","ENSOARG00000019163","GO:0020037"
"10","ENSOARG00000019163","GO:0005506"
"11","ENSOARG00000019163","GO:0046872"
