"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSOARG00000000130",109.294640029989,1.26622067198073,0.334761132976789,3.78246022983954,0.000155285909686606,0.0107611862577492
"ENSOARG00000000158",416.921409299189,-1.21526077092026,0.335533661761336,-3.62187437332195,0.000292476155164143,0.0162680240383898
"ENSOARG00000000327",16738.4678457108,0.972159613080318,0.269280719667525,3.61020876013932,0.000305950662593123,0.0166881282380229
"ENSOARG00000000345",3872.53473842387,-2.10283661081127,0.405833172640571,-5.18152963477349,2.20073614899787e-07,0.000232576547146281
"ENSOARG00000000348",109.057066836126,-1.25622446494014,0.383904036555003,-3.27223562485297,0.00106700611125567,0.0369298238193793
"ENSOARG00000000392",275.988265472875,-1.28777659255844,0.401509113551051,-3.20734087744362,0.00133968150540924,0.0417951734543585
"ENSOARG00000000443",179.260559826873,-1.31528606114911,0.335027071679234,-3.92590979157771,8.64025345951578e-05,0.00739586915990106
"ENSOARG00000000461",183.240280370753,-1.03172531081415,0.293454515899852,-3.51579292501413,0.000438442803073701,0.0207683462539958
"ENSOARG00000000465",1505.16726684607,-1.22553528520617,0.382703621849157,-3.20230908525138,0.00136330633705992,0.0422376001454661
"ENSOARG00000000484",226.09134359544,0.976740527256,0.248631118069645,3.92847256948103,8.54870993255007e-05,0.00739586915990106
"ENSOARG00000000498",3469.5726249948,-0.942355690908804,0.269343396902866,-3.49871465847981,0.000467506601796001,0.0217172228839796
"ENSOARG00000000531",2035.98641817602,0.485828638073049,0.148017376118386,3.28224057751488,0.00102985699429936,0.036203434338062
"ENSOARG00000000549",9293.15508777113,-0.749139155651281,0.198896178227391,-3.76648341022831,0.000165563079849897,0.0113801061674061
"ENSOARG00000000612",14.8313599211546,-1.29315019165591,0.399695033578964,-3.23534215593509,0.00121497041000033,0.0395295526206674
"ENSOARG00000000684",1639.59982657778,-1.39844427003118,0.300161884447602,-4.65896685251953,3.17800366823504e-06,0.000902381642374679
"ENSOARG00000000714",101.640444844545,-1.31250214134915,0.380277240641012,-3.45143490348446,0.000557614250894717,0.0244901282295553
"ENSOARG00000000729",2361.52981481024,-1.49667568987441,0.367317926206592,-4.07460562932784,4.60923889910315e-05,0.0051012784469753
"ENSOARG00000000778",194.731470334342,-1.63771132895586,0.319663439472571,-5.12323627518369,3.00335612646248e-07,0.000275125975603193
"ENSOARG00000000838",1487.45828339769,-0.80581818717275,0.256046124805448,-3.14716025397782,0.00164864576475933,0.0475715891404702
"ENSOARG00000000848",257.678090920302,-1.10035952538011,0.249875348271444,-4.40363378377273,1.06452585621598e-05,0.00183674160232203
"ENSOARG00000000858",583.668567593896,-1.11816376279607,0.269199388603823,-4.15366382737834,3.27193763152722e-05,0.00406802892731572
"ENSOARG00000000899",983.061591881874,-1.14288700656364,0.300626748979567,-3.80168102287307,0.000143717677705514,0.0101678753653663
"ENSOARG00000000950",2778.38021355298,-1.39724685249626,0.395783920755693,-3.53032748229997,0.000415045591551826,0.0207265844155958
"ENSOARG00000001010",1427.08852281829,-0.630492019092435,0.19802513147821,-3.18389900507054,0.00145305700013953,0.0440317935759127
"ENSOARG00000001035",5.63575055409999,1.50371536772967,0.405304059119908,3.71009205038531,0.000207183902219671,0.0132699719796683
"ENSOARG00000001060",6577.37749354951,-1.002508404011,0.250167859747581,-4.00734292975337,6.14056722833604e-05,0.00593319150079624
"ENSOARG00000001160",1203.74161151245,-1.24043029100289,0.274415784449522,-4.52025853210736,6.1764157647123e-06,0.00135632485929247
"ENSOARG00000001254",1059.88224673004,-1.17715725598022,0.371739522723664,-3.16661851652312,0.00154222487814903,0.0456067902195302
"ENSOARG00000001300",108.997934832714,-0.91466973032893,0.267299889813605,-3.42188592358475,0.000621883996519658,0.0264206947164595
"ENSOARG00000001308",473.287142355553,-0.960000909192209,0.255333207197623,-3.75979654087526,0.000170051599797513,0.0115934923973512
"ENSOARG00000001374",33.7880004769079,-0.96985023996994,0.296754948126006,-3.26818557228616,0.00108239370729569,0.0372728452587183
"ENSOARG00000001395",1714.35839896106,-1.20297231559295,0.274196426422949,-4.38726474770814,1.14785038874822e-05,0.00189196875304993
"ENSOARG00000001456",2801.49095871266,-1.1849310689798,0.375022353635274,-3.15962783949726,0.00157970780523016,0.0461334702567131
"ENSOARG00000001511",8351.29705990664,-0.85085088448503,0.23821786669451,-3.57173412847391,0.00035462532368654,0.0185645807994294
"ENSOARG00000001525",30.9301153777965,-0.936368904347679,0.287804986100124,-3.25348395465924,0.00113999163153219,0.0380199575889109
"ENSOARG00000001543",6.56549204228491,-1.4862175749885,0.403002349818482,-3.68786329821133,0.000226145081462634,0.0139843983359785
"ENSOARG00000001544",1773.75838425928,-0.422560527837492,0.112968888991338,-3.74050352809871,0.000183651968159539,0.0122741941881804
"ENSOARG00000001554",423.202419845442,-2.26249001578286,0.37659972398844,-6.00767836954736,1.88198710646207e-09,1.10381763917248e-05
"ENSOARG00000001587",80.885608125719,-2.12053235703439,0.386800945252412,-5.48223157947716,4.199939511692e-08,0.000118361295338667
"ENSOARG00000001673",100.877652123172,0.691130261615266,0.215048738938414,3.21383080424941,0.00130976827733278,0.0411651892219701
"ENSOARG00000001783",2561.61933024332,-1.54033813779102,0.401918010103976,-3.83246856092002,0.000126863816139094,0.00931097595586343
"ENSOARG00000001827",45.7699540800341,-1.20717912989602,0.313642153791881,-3.84890587984247,0.000118646580509802,0.00887696915858517
"ENSOARG00000001849",5246.77749994451,-1.20922609227706,0.272097715784676,-4.44408762782112,8.82656269488654e-06,0.00165402438515282
