"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSOARG00000000531",2035.98641817602,-1.35705726558053,0.246689566332868,-5.50107280884915,3.77487274910797e-08,0.000224161338516808
"ENSOARG00000000870",19.3796451110773,-2.06170058953585,0.5396319138048,-3.82056831109072,0.000133144520579085,0.0395744803708096
"ENSOARG00000000879",8.87655393529367,-1.88305849173911,0.502552319294298,-3.74698995396811,0.000178969250777775,0.0497981393299413
"ENSOARG00000000936",7.87556653080915,2.18409835904689,0.57030492422177,3.82970278930569,0.00012829811943255,0.0394266644649418
"ENSOARG00000001346",143.701223285365,-2.59172751683045,0.553690411213769,-4.68082427353042,2.85723776638016e-06,0.0042237910208431
"ENSOARG00000001968",470.632168456404,2.61452716017963,0.542670220785653,4.81789318823215,1.45081996495154e-06,0.00292275742050404
"ENSOARG00000002031",15.9125296881853,2.27448341434623,0.550508153625624,4.13160713309435,3.60235726961018e-05,0.0233265498768936
"ENSOARG00000003044",85.1060985214384,2.61041286905281,0.567257686225889,4.60181136798789,4.18832442549592e-06,0.0050625673439111
"ENSOARG00000003121",72.1357201172018,2.17277068700422,0.562095813678178,3.8654809983129,0.000110870481078971,0.0375159928079214
"ENSOARG00000005014",521.74370001948,1.78295879705629,0.469258596968994,3.79952292525414,0.000144974901502569,0.0417228561768742
"ENSOARG00000005450",139.419928154757,2.01124587873702,0.479060817459451,4.19831012146441,2.68914198190609e-05,0.0180580863977553
"ENSOARG00000005699",21.1711590736962,2.87350550691881,0.530807204204427,5.41346365339109,6.18171470180376e-08,0.000224161338516808
"ENSOARG00000005854",85.6671187323007,2.1908804081183,0.539232579514498,4.06296001271081,4.84543326253587e-05,0.0258389854361876
"ENSOARG00000006408",20.9767111818814,2.10331815273254,0.538566092133027,3.90540396704554,9.40681100695508e-05,0.036288274546192
"ENSOARG00000006557",368.831184359439,1.96523922195136,0.507122981381903,3.87527147082964,0.00010650589489615,0.0375159928079214
"ENSOARG00000006941",41.5276446192554,-2.39745529403286,0.562913806179294,-4.25900958142292,2.05334669871884e-05,0.016166612101418
"ENSOARG00000007322",119.107809421015,-2.49499753007005,0.569014230074382,-4.38477176527537,1.16107448342164e-05,0.0116952452549544
"ENSOARG00000007849",30.2251119285357,-1.84858677485228,0.461061978183171,-4.00941058322938,6.08704970907658e-05,0.0282985380192994
"ENSOARG00000007935",568.554946532676,1.46510524757161,0.379316555356361,3.86248695682468,0.000112238559554974,0.0375159928079214
"ENSOARG00000008330",625.206376506458,-1.25596347068459,0.254406705873914,-4.93683319537596,7.94013268421378e-07,0.0017995318212185
"ENSOARG00000008660",17.1813156310961,2.19297432898108,0.507928047453551,4.31749012478313,1.57813466952657e-05,0.0139463271896209
"ENSOARG00000008867",170.373777145521,-2.16956640810521,0.567755410227696,-3.82130468335848,0.000132747526182917,0.0395744803708096
"ENSOARG00000008913",73.404979870271,-2.17887891527493,0.5591420045807,-3.89682566758487,9.74617219616188e-05,0.0368141350184606
"ENSOARG00000009028",4.81076466665103,2.2676764241338,0.552810338644079,4.10208757979438,4.09439227951517e-05,0.0241881434054741
"ENSOARG00000009233",21.7536506573668,2.69353784811078,0.567017868304781,4.75035796696085,2.03056874989577e-06,0.00334693109130548
"ENSOARG00000009752",40.3398082557956,2.14987273136447,0.556250505620254,3.8649362286282,0.000111118228160774,0.0375159928079214
"ENSOARG00000009843",3.13214087725592,2.11505292167915,0.53800526266465,3.93128667776156,8.44924477699124e-05,0.0352408438098889
"ENSOARG00000009884",108.611013267412,-1.30940671911796,0.350457881964453,-3.73627413308048,0.000186767055012741,0.0497981393299413
"ENSOARG00000010088",20.1882915336826,2.3048252726673,0.568282534633531,4.05577354960172,4.9968653444964e-05,0.0258851901603041
"ENSOARG00000010120",303.498033153049,1.91830908884307,0.490126124543156,3.91390907928262,9.08138421514838e-05,0.0357944733054033
"ENSOARG00000010382",98.708980236002,2.88667070743504,0.567839267728763,5.08360529376756,3.70337125392142e-07,0.000959226060069276
"ENSOARG00000010561",143.338939463002,-2.29305190359839,0.561278299171704,-4.08540987061556,4.39990776723162e-05,0.0241881434054741
"ENSOARG00000010710",11.7380377824428,2.39918355956699,0.567722619489826,4.22597845709049,2.3790475254386e-05,0.0165901964168182
"ENSOARG00000011052",30.876775430297,-2.87468972499115,0.557133631843005,-5.15978494330281,2.47233672566417e-07,0.000747098952883618
"ENSOARG00000011391",3976.43462774827,1.2463634298031,0.305086743199959,4.08527560630917,4.40245288390406e-05,0.0241881434054741
"ENSOARG00000011449",61.7864651592231,-3.08575394399386,0.568506084134189,-5.42782923544844,5.70435766694976e-08,0.000224161338516808
"ENSOARG00000011622",7.74737581039143,2.27516860670781,0.562398995664172,4.04547060760825,5.22181173979971e-05,0.0262111384590256
"ENSOARG00000012165",129.557229379955,2.22258831660536,0.566780705043159,3.92142551224661,8.8026660659439e-05,0.0354669196536953
"ENSOARG00000012206",1081.72165221071,-5.06512513857711,0.563369715873133,-8.9907657367187,2.45513853654104e-19,4.45141168060256e-15
"ENSOARG00000012224",612.671448527355,2.2481230771274,0.567291949889126,3.96290318867874,7.40438128760402e-05,0.0321145589885008
"ENSOARG00000012264",3725.47988522206,1.38035561416298,0.337478248675471,4.09020616759916,4.30989908556289e-05,0.0241881434054741
"ENSOARG00000012695",29.6792169042525,2.41098538108393,0.567322396446481,4.24976238587713,2.13997402478645e-05,0.016166612101418
"ENSOARG00000012848",2.2573798497685,-2.23397201733632,0.5686758940747,-3.92837473965949,8.55218756624077e-05,0.0352408438098889
