"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSOARG00000001346",143.701223285365,-2.21101998464745,0.40023955793309,-5.52424152191643,3.30912000614177e-08,0.000568639181855403
"ENSOARG00000002865",446.556380582121,-1.71935534441458,0.362435562457887,-4.74389249430886,2.09650140576196e-06,0.0124152800668795
"ENSOARG00000019163",85.8354882620473,1.91956150645912,0.405214620977208,4.73714769183291,2.167472078715e-06,0.0124152800668795
