,baseMean,baseVar,allZero,dispGeneEst,dispFit,dispersion,dispIter,dispOutlier,dispMAP,Intercept,migroupF1.C,migroupF1.F,migroupFS.C,migroupFS.F,migroupTX.C,migroupTX.F,SE_Intercept,SE_migroupF1.C,SE_migroupF1.F,SE_migroupFS.C,SE_migroupFS.F,SE_migroupTX.C,SE_migroupTX.F,MLE_Intercept,MLE_migroup_F1.F_vs_F1.C,MLE_migroup_FS.C_vs_F1.C,MLE_migroup_FS.F_vs_F1.C,MLE_migroup_TX.C_vs_F1.C,MLE_migroup_TX.F_vs_F1.C,WaldStatistic_Intercept,WaldStatistic_migroupF1.C,WaldStatistic_migroupF1.F,WaldStatistic_migroupFS.C,WaldStatistic_migroupFS.F,WaldStatistic_migroupTX.C,WaldStatistic_migroupTX.F,WaldPvalue_Intercept,WaldPvalue_migroupF1.C,WaldPvalue_migroupF1.F,WaldPvalue_migroupFS.C,WaldPvalue_migroupFS.F,WaldPvalue_migroupTX.C,WaldPvalue_migroupTX.F,betaConv,betaIter,deviance,maxCooks,replace
oar-miR-26b,36892.617226931,78509380.9635362,FALSE,0.0576519693,0.4229012945,0.0625421762,8,FALSE,0.0625421762,15.1631228748,-0.1105622658,-0.0756840939,0.3064199932,0.1029249524,-0.1279991054,-0.0950909562,0.0612571816,0.1513650499,0.1228751422,0.1390408459,0.1172107851,0.139051516,0.1172215607,15.0461423821,0.038789286,0.437525616,0.2228826717,-0.0169613514,0.0191329249,247.532166307,-0.7304345747,-0.6159430828,2.2038127808,0.8781184455,-0.9205157131,-0.8112070484,0,0.4651245909,0.5379320857,0.0275375134,0.3798794439,0.3573033256,0.4172467786,TRUE,4,770.8868519616,0.1592651587,FALSE
oar-miR-27a,70320.4750787226,156558083.395356,FALSE,0.023242069,0.4224829109,0.0271218086,12,FALSE,0.0271218086,16.0966586716,-0.092230582,-0.1328956048,0.3141219389,-0.0194409998,-0.1159528805,0.0464071773,0.0404013105,0.1026922706,0.0825054612,0.0938809216,0.0785596044,0.0938899507,0.0785653072,16.0021091285,-0.0402550273,0.4149684051,0.0748643707,-0.0237352281,0.1415395442,398.4192215028,-0.898125842,-1.6107491899,3.3459613881,-0.2474681475,-1.2349871279,0.5906828211,0,0.3691184634,0.1072343996,0.0008199781,0.8045459396,0.2168352948,0.5547329604,TRUE,4,787.445700311,0.0744383532,FALSE
oar-miR-299-5p,74.1798206989,409.6647216839,FALSE,0.054559302,0.8597463926,0.064778241,12,FALSE,0.064778241,6.2084443594,0.2484842537,-0.1165559169,-0.1463802071,0.1718964192,-0.1459162504,-0.0115248084,0.0687643121,0.1669119226,0.1384192972,0.1527214206,0.1291897055,0.1550495439,0.1326355301,6.4744857945,-0.387609248,-0.4207450317,-0.0880580622,-0.4205597477,-0.2780081505,90.2858498706,1.4887148255,-0.8420496217,-0.9584785587,1.3305736595,-0.9410943537,-0.0868908084,0,0.1365624793,0.3997601785,0.3378214983,0.1833293344,0.3466565088,0.9307583058,TRUE,5,318.9057052403,0.1369811936,FALSE
oar-miR-29a,7916.8770012015,4702582.66548042,FALSE,0.07022979,0.4261225749,0.0759203956,8,FALSE,0.0759203956,12.9356794728,-0.0976811609,-0.1759781649,0.2752264111,0.225525603,-0.1183598958,-0.1087255204,0.0675019794,0.1650561529,0.1345072944,0.1518409469,0.1283622501,0.1518829744,0.1284136166,12.8311041534,-0.0785030025,0.3952086552,0.3380147611,-0.0204656871,-0.0079836636,191.6340763444,-0.5918056325,-1.3083168881,1.8125967776,1.7569464764,-0.7792834996,-0.8466821764,0,0.5539807511,0.1907658493,0.0698940352,0.0789269327,0.4358127324,0.397172296,TRUE,4,663.9896389207,0.0751542253,FALSE
oar-miR-29b,42.6864084106,420.9530261097,FALSE,0.1701366958,1.1826937114,0.1867186255,11,FALSE,0.1867186255,5.4174097741,0.149449948,-0.2278762168,0.6165078062,-0.1082876843,-0.4280935477,-0.0016972598,0.1122441355,0.247738316,0.2112205602,0.2274120735,0.2008691251,0.2340118125,0.2027985378,5.5950750485,-0.4321815569,0.5267850011,-0.2965555739,-0.6759654324,-0.179529419,48.2645240079,0.6032573015,-1.0788543339,2.7109721863,-0.5390957137,-1.8293672579,-0.0083691915,0,0.5463375333,0.2806526689,0.0067086253,0.589820813,0.0673446091,0.9933224292,TRUE,5,312.6489773825,0.3563278538,FALSE
oar-miR-30a-3p,2615.5998377348,310628.963191667,FALSE,0.0525502562,0.4344352857,0.0567244379,7,FALSE,0.0567244379,11.3375852735,-0.0769343891,-0.1204094984,0.1393576091,0.175712916,-0.116983525,-0.0007367388,0.0585557315,0.1453605283,0.1178261276,0.1332645901,0.1122588165,0.1333946608,0.1124050089,11.2565713828,-0.0430463033,0.2262418106,0.2613594104,-0.0409278146,0.080257615,193.6204191208,-0.5292660259,-1.0219252797,1.0457212146,1.5652482494,-0.8769730687,-0.006554324,0,0.59662092,0.3068162666,0.2956897652,0.1175247122,0.3805012662,0.9947704435,TRUE,4,571.8405011867,0.0163192339,FALSE
oar-miR-30a-5p,61320.6996617514,231864892.06966,FALSE,0.0616442,0.4225506797,0.0626832226,8,FALSE,0.0626832226,15.9004652285,-0.0294648261,-0.1101937184,0.2145269447,0.1275690429,-0.1100846703,-0.0923438341,0.0613198868,0.1515019982,0.1229923642,0.1391763492,0.1173252325,0.1391819741,0.1173318248,15.8692888121,-0.0826765301,0.2556282791,0.1624422734,-0.0840284111,-0.0638497716,259.3035644965,-0.1944847358,-0.8959395087,1.5414037363,1.08731123,-0.7909405726,-0.787031432,0,0.8457963466,0.3702850716,0.1232185553,0.2768992873,0.4289786709,0.4312634664,TRUE,4,808.6844159975,0.1473876389,FALSE
oar-miR-30b,1048.9821139456,118871.609988839,FALSE,0.0915393395,0.4529753403,0.0955430333,8,FALSE,0.0955430333,10.0260138831,-0.083083941,-0.1969694566,0.4441922658,0.0897248875,-0.1733948535,-0.0804632659,0.0760144679,0.1830192326,0.1500392629,0.168466896,0.1431621574,0.1688049725,0.1434366474,9.9354812687,-0.1165591058,0.5659828261,0.1842552772,-0.0953180994,0.0064595747,131.8961265983,-0.4539628967,-1.3127860856,2.6366738889,0.6267360669,-1.0271904368,-0.5609672798,0,0.6498555322,0.18925504,0.0083723277,0.5308322578,0.3043308003,0.5748198431,TRUE,5,522.8550027269,0.1002642593,FALSE
oar-miR-30c,7386.5516884558,3808466.11069956,FALSE,0.0696502751,0.4264170402,0.0708367712,8,FALSE,0.0708367712,12.8400133512,-0.1474751628,-0.1134261912,0.1871983103,0.1601906856,-0.010404508,-0.0760759156,0.065224502,0.1601276919,0.1302962618,0.1472019727,0.1243150329,0.1472362033,0.1243662108,12.6828122027,0.039508407,0.3541980614,0.3226420955,0.1462497413,0.0786230997,196.8587409432,-0.9209847529,-0.8705252909,1.2717106087,1.2885866005,-0.0706654189,-0.6117088806,0,0.3570583875,0.3840134042,0.2034759599,0.1975418442,0.9436640438,0.5407303852,TRUE,4,656.6344702207,0.1024074625,FALSE
oar-miR-30d,58865.1438099981,64820614.7808646,FALSE,0.0172721872,0.4225727685,0.0192469977,12,FALSE,0.0192469977,15.8315391565,-0.1095253288,-0.0231714219,-0.0185911846,-0.0328789395,0.0341518132,0.1500239616,0.0340527673,0.0871128758,0.0698205391,0.0795483558,0.0664536758,0.0795536437,0.0664596406,15.7200588645,0.0880727151,0.0926239285,0.0783081975,0.1461191795,0.2628416106,464.9119703534,-1.2572806009,-0.3318711397,-0.2337092257,-0.4947647982,0.4292928848,2.2573694394,0,0.208652046,0.7399865637,0.815210725,0.6207661555,0.6677100942,0.0239849997,TRUE,3,761.6103248426,0.0524487831,FALSE
oar-miR-323a-3p,72.623511443,433.2706587454,FALSE,0.0646458138,0.8691267683,0.0751916456,14,FALSE,0.0751916456,6.1767939536,0.1523477185,0.1421991681,-0.3579707355,-0.0911897421,0.0821753067,0.0724417567,0.0732439045,0.1771328696,0.144963356,0.1630440824,0.1383847794,0.162501678,0.1399602672,6.3417023845,-0.0160260112,-0.546578174,-0.2598513896,-0.0773412883,-0.0893778889,84.3318497924,0.8600759354,0.9809318165,-2.1955457089,-0.6589578891,0.5056889731,0.5175880136,0,0.3897471855,0.3266263664,0.0281244758,0.5099228106,0.6130750105,0.6047457466,TRUE,5,321.9634798041,0.1290347326,FALSE
oar-miR-323c,622.3894983426,146831.141121448,FALSE,0.2873997676,0.4741916748,0.2920726772,7,FALSE,0.2920726772,9.2581054848,0.0728708576,0.2095741469,-0.3732646938,-0.2778982226,0.2233422065,0.1453809101,0.1317376623,0.2753944746,0.2366954237,0.2596016932,0.2281974218,0.2595389738,0.2282294363,9.3506709578,0.1491932601,-0.5493625038,-0.4087746944,0.1785589391,0.0724635137,70.2768313939,0.2646053727,0.8854169786,-1.4378361296,-1.2177973809,0.8605343671,0.6369945632,0,0.7913134808,0.3759317785,0.1504805554,0.2233009799,0.3894945476,0.524128385,TRUE,6,522.048997146,0.2832749449,FALSE
oar-miR-329b-3p,233.3752277707,3945.1652157274,FALSE,0.0516717103,0.5611549487,0.0563661394,10,FALSE,0.0563661394,7.8334580004,-0.1822563466,-0.0508063809,-0.2900672583,0.1379356036,0.2936116721,0.0915871139,0.0605533544,0.1507611004,0.1219303668,0.1371480736,0.1153705086,0.1366118058,0.1165250629,7.6406703974,0.1403216521,-0.1103441515,0.3345723213,0.4993758042,0.286999438,129.364559248,-1.2089083065,-0.416683573,-2.1149933105,1.1955880689,2.1492408389,0.7859863927,0,0.2266980746,0.6769098713,0.0344305175,0.2318573497,0.0316153135,0.431875459,TRUE,5,394.3019143997,0.0976447563,FALSE
oar-miR-329b-5p,12.4190035731,19.0735375335,FALSE,0.0573614334,3.0365931692,0.0939190018,10,FALSE,0.0939190018,3.5889467445,-0.040875012,0.3408530109,-0.1826189642,0.1190799629,-0.1359336417,-0.1005033383,0.1027818927,0.2362792397,0.1910955108,0.2125756491,0.1831392777,0.2192112888,0.1927449584,3.5409121552,0.4183113317,-0.1572835854,0.176440417,-0.1064862363,-0.0616659878,34.9180838074,-0.1729945129,1.7836787974,-0.8590775327,0.6502153135,-0.6201032916,-0.5214317362,3.95237531835144E-267,0.8626557407,0.0744758733,0.3902977418,0.5155531508,0.5351897853,0.6020660481,TRUE,5,211.225203072,0.2840613126,FALSE
oar-miR-362,79.1920293958,301.2341099605,FALSE,0.0281769377,0.8320419604,0.0363126639,11,FALSE,0.0363126639,6.290573455,-0.187872515,0.107072235,0.0596635739,-0.0576592937,-0.0432343579,0.1220338941,0.05464045,0.1394764071,0.1103729088,0.1213634846,0.1046963599,0.1248192724,0.1062122711,6.0936223249,0.3068581463,0.25865242,0.1379847755,0.1521283058,0.3218546638,115.1266772675,-1.3469841882,0.9700952544,0.4916105867,-0.5507287334,-0.3463756605,1.148962289,0,0.1779853252,0.3319990143,0.6229946579,0.5818196445,0.7290604144,0.250571531,TRUE,4,307.4166907922,0.0972707621,FALSE
oar-miR-369-3p,58.2783714768,739.0399012027,FALSE,0.1677175307,0.9791811905,0.1811946882,10,FALSE,0.1811946882,5.8586580427,-0.033860371,0.2212515323,-0.115167917,-0.3826808511,0.1095024423,0.2009584581,0.1088663459,0.243623379,0.2039654133,0.2254794612,0.1972115633,0.2259641516,0.196786726,5.8185061008,0.2841834441,-0.09176819,-0.3786677363,0.1656025112,0.2595148239,53.8151436285,-0.1389865422,1.0847502463,-0.5107689916,-1.9404584841,0.4846009491,1.0211992554,0,0.8894607836,0.278032287,0.6095128244,0.0523239949,0.6279594403,0.3071600451,TRUE,5,334.4320169418,0.0390971169,FALSE
oar-miR-369-5p,81.0983438688,1021.742834938,FALSE,0.1203118443,0.8224039266,0.1307542015,10,FALSE,0.1307542015,6.3501690796,-0.022413619,0.2271095995,-0.1045247833,-0.1862218534,0.1445905178,-0.0585362917,0.0925889449,0.2157515406,0.1781075026,0.1983194062,0.1711091851,0.198682077,0.1725097639,6.3247670505,0.269493993,-0.0900815076,-0.1732279507,0.1851464119,-0.0370945652,68.5845279652,-0.1038862523,1.275126517,-0.5270527243,-1.0883217831,0.7277481695,-0.3393216151,0,0.9172596171,0.2022644651,0.5981569753,0.2764530774,0.4667677576,0.7343674611,TRUE,4,347.8661813336,0.1517663077,FALSE
oar-miR-370-3p,964.9917309462,96070.1900903979,FALSE,0.0850988018,0.4556695119,0.0903197061,8,FALSE,0.0903197061,9.8839013391,0.2873485516,0.2271742774,-0.5736703474,-0.1297010712,0.0662315762,0.1226225698,0.0739737597,0.1786426385,0.1462246322,0.1648747531,0.1397280134,0.1647272023,0.1398510772,10.1953600457,-0.0733458092,-0.9245838465,-0.4466637419,-0.2407530847,-0.1836337783,133.6136135459,1.6085104537,1.5535978717,-3.4794311229,-0.9282395707,0.4020682394,0.8768081893,0,0.1077234286,0.1202803673,0.0005024795,0.3532833123,0.6876338062,0.3805908302,TRUE,6,514.1937252172,0.0841827537,FALSE
oar-miR-370-5p,11.572738544,39.7780127703,FALSE,0.1259611024,3.2277856728,0.1672408712,12,FALSE,0.1672408712,3.5542548223,0.4764535355,-0.0496399347,-0.3349726299,-0.366869435,0.1296354725,0.1453949897,0.1224986693,0.2580301779,0.2273780873,0.2463590962,0.2200555988,0.2446081509,0.217725605,4.1288595667,-0.6311887151,-0.9729388344,-0.9884987582,-0.4220863061,-0.4117509488,29.0146402505,1.8465031467,-0.2183145058,-1.3596925587,-1.6671670114,0.5299720065,0.6677900365,4.30075903504929E-185,0.0648191829,0.8271840731,0.1739272339,0.0954812003,0.5961313398,0.5042676274,TRUE,6,221.2722493589,0.1334882366,FALSE
oar-miR-374a,69.9961947065,982.438630986,FALSE,0.1905518742,0.8859089384,0.2024438911,10,FALSE,0.2024438911,6.1349965954,-0.1446071876,-0.0164973669,0.3190706421,0.0642289481,-0.0706256238,-0.1515659629,0.1137250922,0.2513111128,0.2119574611,0.232119707,0.2026820835,0.2341115489,0.2049747736,5.9607987886,0.1557932424,0.5423037261,0.244778749,0.0922108087,0.0070935859,53.9458485084,-0.5754110356,-0.0778333859,1.3745952298,0.3168950454,-0.3016750952,-0.7394371523,0,0.5650133424,0.9379605889,0.1692569683,0.7513232416,0.7628997554,0.4596415894,TRUE,5,351.038963507,0.1015811306,FALSE
oar-miR-374b,184.569042453,3916.3998034271,FALSE,0.1069521471,0.5979465432,0.1145022263,10,FALSE,0.1145022263,7.5265317081,-0.0606799997,-0.0246010718,0.3821288005,0.0864869871,-0.2224706698,-0.1608598151,0.0848101515,0.2008155074,0.1655484842,0.1840465976,0.1577356716,0.1857145746,0.1591928547,7.4590612691,0.0412958924,0.4825144513,0.1587140079,-0.1749960874,-0.1024580352,88.7456462524,-0.3021678975,-0.148603425,2.0762611507,0.5483032865,-1.1979171282,-1.0104713269,0,0.7625240751,0.8818665702,0.0378698043,0.5834836711,0.2309492809,0.3122695301,TRUE,4,402.4988927224,0.130718807,FALSE
oar-miR-376a-5p,39.9865195417,432.9013487658,FALSE,0.1829621876,1.2340543042,0.1997405672,12,FALSE,0.1997405672,5.3313004749,0.1502559678,0.3166332622,-0.2452805336,-0.3769740665,0.2386834455,-0.0833150783,0.1157617236,0.2533571529,0.2137208617,0.2363906418,0.2076239597,0.2357498195,0.2086395225,5.5127273934,0.1717116163,-0.4676528193,-0.5987047086,0.0957845888,-0.2736735476,46.0540868696,0.5930599003,1.481527164,-1.0376067841,-1.8156578227,1.0124438101,-0.3993254838,0,0.5531410654,0.1384661519,0.2994531582,0.0694228778,0.3113259002,0.6896533921,TRUE,5,310.2064406638,0.0387906428,FALSE
oar-miR-377-5p,69.0894154132,579.032904559,FALSE,0.0667889049,0.891997336,0.076700364,14,FALSE,0.076700364,6.0790721602,-0.121992155,0.3762411455,-0.3576650482,-0.2425356923,0.2330838806,0.1128712869,0.0743530301,0.1814510105,0.1455585343,0.1650500147,0.1410346449,0.1635756537,0.1415691346,5.9463176037,0.526560531,-0.2493435594,-0.1203392454,0.3811264614,0.250558958,81.7595752691,-0.6723145528,2.5848099348,-2.1670100959,-1.719688751,1.4249301489,0.7972873979,0,0.5013834671,0.0097432691,0.0302340843,0.0854890337,0.1541773936,0.4252841376,TRUE,5,318.3848804476,0.1097708668,FALSE
oar-miR-379-3p,179.9001717197,3451.4830227388,FALSE,0.0800112272,0.6025122579,0.0870197044,8,FALSE,0.0870197044,7.4724113389,-0.1055420576,0.1395338347,-0.2554770882,-0.2393846074,0.2307476823,0.230126437,0.0746204562,0.1807875625,0.1473894408,0.165606817,0.1410812145,0.1653019611,0.1411507024,7.3577166032,0.2610373891,-0.1583490434,-0.1350573798,0.3610471296,0.3546732234,100.1389126225,-0.5837904783,0.9467017034,-1.5426725349,-1.6967858424,1.3959161814,1.6303598436,0,0.5593612851,0.3437908022,0.122910249,0.0897371563,0.1627397373,0.1030254665,TRUE,4,391.1466861711,0.1711930071,FALSE
oar-miR-379-5p,176.9146237103,14252.9231494541,FALSE,0.2711977871,0.6055581612,0.278629028,7,FALSE,0.278629028,7.4219933331,0.04333851,0.4168284553,-0.0782503265,-0.5959285647,-0.0504554395,0.2644715378,0.1297647835,0.2729513743,0.2338386574,0.2566806344,0.2260761974,0.2569865902,0.2256804395,7.4766845887,0.4232436409,-0.1494667454,-0.7318724262,-0.1158481067,0.2442740387,57.1957439588,0.1587774016,1.7825472487,-0.3048548117,-2.6359633239,-0.1963349117,1.1718850709,0,0.8738442538,0.0746600334,0.7604767335,0.0083898799,0.8443480376,0.2412432017,TRUE,6,426.4620361902,0.2215429703,FALSE
oar-miR-380-3p,2821.3542439537,870055.314011894,FALSE,0.0657601865,0.4335299543,0.0703184018,8,FALSE,0.0703184018,11.4319694316,-0.0381508993,0.2709375861,-0.4173528348,-0.202268751,0.270756091,0.1160852347,0.0650980232,0.1598679656,0.1300214095,0.1469802635,0.1241186023,0.1469183707,0.1241579628,11.3913174831,0.3216775254,-0.3987204762,-0.1682521042,0.3255011125,0.160534735,175.6116217271,-0.2386400501,2.0837921014,-2.839516169,-1.6296409024,1.8429015367,0.9349801822,0,0.8113847067,0.0371790821,0.0045182005,0.1031774143,0.0653433879,0.3497985127,TRUE,5,584.4521437461,0.1730756559,FALSE
oar-miR-381-3p,77.8462558507,1139.5366074258,FALSE,0.1243385378,0.8391302286,0.1346802512,8,FALSE,0.1346802512,6.2771474486,0.1573689979,0.2040836775,-0.1753315666,-0.3508087543,-0.0432602608,0.2079514352,0.0940119554,0.2175417726,0.1805692758,0.2010870559,0.1740761784,0.201950859,0.1737820151,6.4556024287,0.0413845112,-0.372863869,-0.5537708111,-0.2264884714,0.0437702777,66.7696722606,0.7233966884,1.1302237136,-0.8719187111,-2.0152599716,-0.2142118189,1.1966223034,0,0.4694362052,0.2583819699,0.3832527253,0.0438774167,0.8303818799,0.2314538032,TRUE,4,344.97546828,0.4447057613,FALSE
oar-miR-382-5p,232.2067242974,8707.7749020546,FALSE,0.1026547553,0.5618550934,0.1094065776,11,FALSE,0.1094065776,7.8337261127,-0.0143467532,0.2549909797,-0.2584255698,-0.4386556681,0.2621022543,0.194339161,0.082560363,0.1963506281,0.1612471123,0.1809855544,0.154886445,0.1807300684,0.1546769536,7.8178554427,0.2860754348,-0.2644553322,-0.4463848436,0.2998046715,0.2205368835,94.8848312399,-0.0730670093,1.581367728,-1.4278795386,-2.8321114089,1.4502415489,1.2564196309,0,0.9417527942,0.1137939819,0.153326534,0.0046241734,0.1469911724,0.2089638679,TRUE,5,416.2702550583,0.1674246274,FALSE
oar-miR-3955-5p,42.1957444675,224.373603895,FALSE,0.106153277,1.191539025,0.1204961141,13,FALSE,0.1204961141,5.3919584194,0.1362303962,0.1572457403,-0.1950598814,-0.2270597794,0.0794127905,0.0492337649,0.0930658379,0.21596936,0.1791678105,0.1988414228,0.1724926085,0.1993925062,0.1736750476,5.5466646836,0.0145422114,-0.3705160494,-0.3973583311,-0.0668470532,-0.1020247185,57.9370319277,0.6307857569,0.8776450405,-0.9809821244,-1.3163449803,0.3982736964,0.2834820866,0,0.5281806175,0.3801363786,0.3266015567,0.1880582802,0.6904284474,0.7768073116,TRUE,5,299.0561161577,0.0957903274,FALSE
oar-miR-3956-3p,56.4511481686,2376.010494908,FALSE,0.5568510149,0.9972154701,0.5669481679,8,FALSE,0.5669481679,5.737914877,0.3953021993,0.2996819145,-0.781709873,-0.2773505213,0.1895849628,0.1744945434,0.18509315,0.3232475591,0.2933011493,0.312841813,0.2860431233,0.3120347761,0.2861396461,6.3332304319,-0.2052631154,-1.7668358087,-0.9504774143,-0.3262966434,-0.3737184906,31.0001470952,1.222908536,1.0217549956,-2.4987384699,-0.9696108686,0.6075763899,0.6098230208,5.36595023107129E-211,0.2213642441,0.3068968747,0.0124636254,0.3322404933,0.5434684638,0.5419790501,TRUE,9,360.6627116578,0.0503558679,FALSE
oar-miR-3956-5p,26.9833040234,410.3257034348,FALSE,0.4119473671,1.6253719109,0.4336266853,8,FALSE,0.4336266853,4.6799341236,0.3250293026,0.079512128,-0.83286952,-0.0575539474,0.2876686449,0.1982160229,0.1669236224,0.310488038,0.2772514048,0.2996248495,0.2685858391,0.2967387952,0.2694643767,5.141160697,-0.3616039118,-1.6286819339,-0.5314538432,-0.0783581017,-0.2192963935,28.0363800846,1.0468335743,0.2867871058,-2.7797077622,-0.2142851151,0.9694338914,0.7355926796,5.85534239482794E-173,0.2951763425,0.7742753365,0.0054407837,0.8303247249,0.3323287495,0.4619786189,TRUE,9,301.6311267648,0.0747626702,FALSE
oar-miR-3957-3p,13.0307080477,54.0513237021,FALSE,0.136467028,2.9138565236,0.1715934761,10,FALSE,0.1715934761,3.6345240841,0.3253405078,0.6066897946,-0.7037957909,-0.2905114017,-0.0090426158,0.0713215491,0.1228353699,0.2604181314,0.2186220446,0.2525410298,0.2187323552,0.2468103531,0.2188264582,4.0304403437,0.2826229924,-1.2478960357,-0.7218701352,-0.4066740061,-0.315730505,29.588579316,1.249300523,2.7750623036,-2.7868572146,-1.3281592539,-0.036637911,0.3259274482,2.09594829270153E-192,0.2115551767,0.0055191134,0.0053221924,0.1841255019,0.9707737152,0.744479248,TRUE,7,226.8692214039,0.1308302869,FALSE
oar-miR-3957-5p,27.7541580142,179.6177521465,FALSE,0.1324732658,1.5919496134,0.1506480474,13,FALSE,0.1506480474,4.7442826671,0.2966530906,0.3131573002,-0.245059432,-0.4237438007,-0.2869836496,0.3459791585,0.1061869691,0.2368632958,0.1987233392,0.220880422,0.1949332576,0.2248320373,0.1919398935,5.0903821748,-0.0028549527,-0.6247423274,-0.8092708757,-0.6754972685,0.0305801212,44.6785769337,1.2524232157,1.5758456028,-1.1094665148,-2.1737891515,-1.2764357473,1.8025390771,0,0.2104156912,0.1150613899,0.267228982,0.0297209736,0.2018015264,0.0714606324,TRUE,6,274.2302285838,0.0896178842,FALSE
oar-miR-3958-3p,2227.2428280109,1886848.74537132,FALSE,0.1729022005,0.4365998956,0.1783470847,7,FALSE,0.1783470847,11.0630788567,-0.1061812459,0.3944176751,-0.4679538728,-0.4729984365,0.5317329365,0.1209891629,0.1031307702,0.2334984206,0.1954224048,0.2175087781,0.1875191888,0.2174364057,0.1875104805,10.9391989343,0.5551060513,-0.407425093,-0.3888326658,0.7243154024,0.254856275,107.2723381217,-0.4547407455,2.0182827838,-2.151425229,-2.5224001847,2.4454641573,0.6452394689,0,0.6492957638,0.0435618187,0.0314426516,0.0116557024,0.0144665827,0.5187720124,TRUE,6,598.2071085364,0.6124706923,FALSE
